# Append-only ledger: preserve existing rows; corrections and later evidence belong in new rows.
id,date,hypothesis,mathematical_motivation,exact_predictions,cheapest_decisive_test,evidence_for,evidence_against,status,artifact_paths,next_action
H329,2026-08-16,"[CONDITIONAL];[FALSIFIED] If H_{K,m}(L):F(K,L)>=m holds for all sufficiently large even L then K_c<=K; H_{11/50,1/100} passes at L=4,6,8 but fails for all even L>=986.",Record the sharp finitely checkable condition requested for an upper-endpoint refinement and determine it rather than leave it open.,"863/8448, 34663/940896, and 5829/382976 exceed 1/100; c*/L<1/100 from L>=985 and the sufficient profile condition begins at L=38.",Verify the three exact LP certificates plus the rational cutoff comparisons.,"Exact finite certificates pass at L=4,6,8, while the all-L rate theorem forces failure from L=986 onward.",The all-L premise is false under the audited LP rate theorem.,falsified,experiments/e93_mag_floor.py;tests/test_mag_floor.py;results/bounds/mag_floor.json;proofs/mag_floor.md,"Seek a physical or higher-correlation uniform floor, not the falsified LP premise."
H330,2026-08-16,[LEMMA] At truncation degree 28 every exact-bounding-box connected even subgraph has a+b+c<=17.,"Each coordinate cut is crossed positively and evenly, giving at least 2*sum_i(side_i-1) edges.",Exactly 147 canonical classes qualify and exactly 24 have a+b+c=17.,Enumerate canonical triples and apply the cut-parity inequality.,The raw certificate and clean-room verifier enumerate 147 and 24 respectively.,None found; this is an exact finite-order inequality.,verified,experiments/e94_ht_v28.py;results/series/ht_v28.json;proofs/ht_v28.md;tests/test_ht_v28.py,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H331,2026-08-16,[COMPUTATION] The generalized per-cut cap-vector parity frontier reproduces the exact v24 and v26 simple-cubic free-energy coefficients from scratch.,The order-28 calculation needs radix-4 profiles while retaining all mixed-radix logarithm decompositions.,[v^24]phi=2135670379057/8 and [v^26]phi=115377512914251/26.,Run the fresh generalized-register lower-order assemblies before any degree-28 extraction.,Producer preflight and clean-room public-API FLM controls agree exactly.,None found in the stated finite calculations.,verified,experiments/e94_ht_v28.py;results/series/ht_v28.json;tests/test_ht_v28.py,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H332,2026-08-16,[COMPUTATION] The six walled finite-lattice weights needed through degree 28 were extracted by exact parity-frontier profiles.,Their open transfer sections exceed the established dense-engine threshold.,w555=6185993200560; w556=3065159677392; w466=1815705969248; w467=232312855136; w557=412031318992; w566=651743244920 at degree 28.,Check each profile residue by six-prime centered CRT and sum exact symmetry orbits.,All 27 profiles completed; M exceeds twice every labelled-slot bound.,None found; this is a finite computation rather than an all-sizes result.,verified,experiments/e94_ht_v28.py;results/series/ht_v28.json;proofs/ht_v28.md;tests/test_ht_v28.py,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H333,2026-08-16,[COMPUTATION] Exact finite-lattice assembly gives [v^28] phi=2102198327465307/28 and interaction coefficient a_28=525549581866326/7.,It extends the exact simple-cubic high-temperature free-energy series by one even order.,The odd v27 coefficient is zero and [v^28]phi-a_28=3/28.,Rebuild the finite-lattice assembly from the certified weights and check the normalization identity.,"The producer, raw JSON certificate, and standalone verifier agree.",No claim is made beyond this finite coefficient.,verified,experiments/e94_ht_v28.py;results/series/ht_v28.json;proofs/ht_v28.md;tests/test_ht_v28.py,Use the validated profile engine to target v^30 without using the external coefficient as input.
H334,2026-08-16,"[EXTERNAL] Arisue--Fujiwara Table I independently tabulates a_28=525549581866326/7, agreeing with the completed exact calculation.",A post-computation tabulation is a falsification witness rather than calculation input.,Exact equality with the table value; recorded table PDF sha256 bf79ec7918694768b57e6793ed4b0c8f581aaea6a705b4273ecab42641723afc.,Compare only after finite-lattice assembly and CRT reconstruction are complete.,Exact agreement is recorded in the artifact and standalone test.,The external table was not used to choose profiles or tune the computation.,verified,results/series/ht_v28.json;proofs/ht_v28.md;tests/test_ht_v28.py,Keep the v^30 tabulation sealed until an in-house coefficient is complete.
H335,2026-08-16,[THEOREM] For the fixed-order one-line-cabled 16384x256 system rank B(q)<256 iff q is -1 0 or 1 over characteristic zero,A generic-rank certificate left the finite specialization locus unknown,The gcd of two complementary 256x256 minors must contain every true rank drop,Exact four-minor interpolation plus complementary gcd and root classification,G=q^584(q-1)^580(q+1)^546(q^2+1)^4; q=±i are full rank; exact ranks at -1 0 1 are 0 30 58,None,proved,experiments/e95_tetra16_locus.py;results/integrability/tetra16_locus.json;proofs/tetra16_locus.md;tests/test_tetra16_locus.py,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H336,2026-08-16,[COMPUTATION] The exact complementary-minor gcd has degree 1718 and factors as q^584(q-1)^580(q+1)^546(q^2+1)^4,Complementary full minors turn all-system rank drops into a univariate exact certificate,The primary and alternate quotient degrees should be 22 and 770,Exact Z[q] gcd followed by a safe-prime residual Bezout identity,Exact gcd completed in 6.980353 s; factorization completed in 21.511872 s; final F_1999999973 Bezout identity verifies residual gcd one,Initial linear candidate left a q^2+1 residual factor,completed,experiments/e95_tetra16_locus.py;results/integrability/tetra16_locus.json;tests/test_tetra16_locus.py,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H337,2026-08-16,[COMPUTATION] Direct exact ranks are rank B(-1)=0 rank B(0)=30 and rank B(1)=58,Every rational root of the exact minor gcd must be checked on the full streamed system,Sector ranks should sum below 256 at each listed rational root,Exact Q-rank of all 8192 rows in each parity sector,"(-1):(0,0); 0:(14,16); 1:(29,29)",None,completed,experiments/e95_tetra16_locus.py;results/integrability/tetra16_locus.json;tests/test_tetra16_locus.py,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H338,2026-08-16,[THEOREM] The selected-minor roots q=i and q=-i are not true exceptions: rank B(±i)=256,The q^2+1 factor in the minor gcd could otherwise conceal algebraic rank drops,Nonzero 128x128 sector minors should survive two split-prime reductions at each root,Rebuild the recorded minors modulo F5 and F13,"At i determinants are (4,4) mod 5 and (10,10) mod 13; at -i they are (1,1) mod 5 and (3,3) mod 13; 128-column upper bounds squeeze each sector rank to 128",None,proved,experiments/e95_tetra16_locus.py;results/integrability/tetra16_locus.json;proofs/tetra16_locus.md;tests/test_tetra16_locus.py,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H339,2026-08-16,[COMPUTATION] Four exact sector-minor polynomials were reconstructed by finite-field evaluation interpolation and height-bounded CRT,Avoid the recorded symbolic 128x128 determinant wall while retaining exact coefficients,Fresh determinant values and enough CRT modulus should agree with every reconstructed polynomial,Clean-room modular interpolation and fresh exact Bareiss determinant checks,Maximum shifted degree 609; 17 primes per minor; standalone verifier passed after 747.64 s,The predecessor symbolic determinant route timed out at its recorded wall,completed,experiments/e95_tetra16_locus.py;results/integrability/tetra16_locus.json;tests/test_tetra16_locus.py,Reuse complementary-minor interpolation on other cablings or auxiliary systems.
H340,2026-08-16,"[THEOREM] The first open-2x3 fine c-jump bracket contains exactly one forced-value crossing represented by a unique nonsingular rational-box zero of P0(a,t)=P5(b,t)=P7(c,t)=P4(d,t)=0 and bc=ad.",Upgrade the inherited 4-to-5 c-jump existence witness to exact local algebraic uniqueness.,"t lies in [2248027753/8388608000,4496055507/16777216000]; Krawczyk contraction is below 1/1000; f stays in (7/1000,1/125).","Rebuild sector factors and verify exact Krawczyk, inertia, and forced-value-band certificates.",Exact Fraction certificates and standalone verifier.,No one-variable minimal polynomial was computed.,proved,experiments/e96_crossing_alg.py;tests/test_crossing_alg.py;results/spectral/crossing_alg.json;proofs/crossing_alg.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H341,2026-08-16,"[THEOREM] The second open-2x3 fine c-jump bracket contains exactly one forced-value crossing represented by a unique nonsingular rational-box zero of P0(a,t)=P5(b,t)=P7(c,t)=P5(d,t)=0 and bc=ad.",Upgrade the inherited 5-to-6 c-jump existence witness to exact local algebraic uniqueness.,"t lies in [4881706207/16777216000,152553319/524288000]; Krawczyk contraction is below 1/1000; f stays in (19/2000,21/2000).","Rebuild sector factors and verify exact Krawczyk, inertia, and forced-value-band certificates.",Exact Fraction certificates and standalone verifier.,No one-variable minimal polynomial was computed.,proved,experiments/e96_crossing_alg.py;tests/test_crossing_alg.py;results/spectral/crossing_alg.json;proofs/crossing_alg.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H342,2026-08-16,"[THEOREM] The third open-2x3 fine c-jump bracket contains exactly one forced-value crossing represented by a unique nonsingular rational-box zero of P0(a,t)=P5(b,t)=P7(c,t)=P6(d,t)=0 and bc=ad.",Upgrade the inherited 6-to-7 c-jump existence witness to exact local algebraic uniqueness.,"t lies in [2522992499/8388608000,5045984999/16777216000]; Krawczyk contraction is below 1/1000; f stays in (11/1000,3/250).","Rebuild sector factors and verify exact Krawczyk, inertia, and forced-value-band certificates.",Exact Fraction certificates and standalone verifier.,No one-variable minimal polynomial was computed.,proved,experiments/e96_crossing_alg.py;tests/test_crossing_alg.py;results/spectral/crossing_alg.json;proofs/crossing_alg.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H343,2026-08-16,"[THEOREM] The fourth open-2x3 fine c-jump bracket contains exactly one forced-value crossing represented by a unique nonsingular rational-box zero of P0(a,t)=P5(b,t)=P7(c,t)=P4(d,t)=0 and bc=ad.",Upgrade the inherited 7-to-8 c-jump existence witness to exact local algebraic uniqueness.,"t lies in [553214907/1677721600,5532149071/16777216000]; Krawczyk contraction is below 1/500; f stays in (7/500,2/125).","Rebuild sector factors and verify exact Krawczyk, inertia, and forced-value-band certificates.",Exact Fraction certificates and standalone verifier.,No one-variable minimal polynomial was computed.,proved,experiments/e96_crossing_alg.py;tests/test_crossing_alg.py;results/spectral/crossing_alg.json;proofs/crossing_alg.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H344,2026-08-16,"[UNRESOLVED] Global exhaustiveness of forced-value crossings on [1/4,7/20] and one-variable minimal polynomials remain unproved.",A univariate elimination polynomial plus Sturm count would turn local bracket isolation into scan-wide classification.,"The first reciprocal resultant U(z,y)=Res_b(Q5(b,z),b^6 Q7(y/b,z)) should complete before subsequent elimination if this route is feasible.",Exact SymPy resultant was allowed 1200 seconds.,"The four local uniqueness theorems are exact, but the reciprocal-resultant computation hit a recorded 1200-second wall before any global eliminant.",Four bracket-local theorems do not imply absence elsewhere.,unresolved,experiments/e96_crossing_alg.py;results/spectral/crossing_alg.json;proofs/crossing_alg.md,Compute a global resultant/Sturm or equivalent exact scan-wide crossing certificate.
H345,2026-08-16,[LEMMA] A nonzero rank-r minor modulo an odd prime of literal nested integral Pauli words proves those r words independent over Q.,Turns modular echelon pivots into rigorous characteristic-zero lower bounds without numerical fitting.,Every stored recipe replays to an independent F_p row; its rank is a Q lower bound.,Replay all stored recipes using an independent ordered-monomial reducer.,The clean-room verifier accepted all 1794 raw recipes at p=2147483647.,This does not provide a matching Q upper bound or closure saturation.,proved_for_stored_words,experiments/e97_algebra_4x4.py;tests/test_algebra_4x4.py;results/algebra_structure/char0_4x4.json;proofs/char0_4x4.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H346,2026-08-16,"[COMPUTATION] For the open 4x4 layer the literal Pauli-word minor at p=2147483647 has rank 1794, hence dim_Q(g)>=1794.",Establishes a verifiable finite-layer algebra lower bound despite infeasibility of dense orbit support.,The 1794 recipes and their pivots remain independent under clean-room replay.,Independently replay the stored partial frontier and its modular pivots.,Verifier passed after replaying all 1794 recipes; maximum literal depth is 16 and checksum is 898915470 modulo 1000000007.,The closure was still in depth 16 and therefore does not determine the full dimension.,complete_partial_certificate,experiments/e97_algebra_4x4.py;tests/test_algebra_4x4.py;results/algebra_structure/char0_4x4.json;proofs/char0_4x4.md,Extend the literal-word closure or find a much tighter rational symmetry container.
H347,2026-08-16,"[COMPUTATION] The completed rank profile through depth 15 is (2,3,5,7,11,16,26,41,67,105,169,271,448,741,1240); depth 16 stopped after 634 of 998 expansions.",Records exact growth and an honest resource wall rather than extrapolating a saturation claim.,A reverse-order independent closure reproduces every completed-depth rank and grading block rank.,Run the clean-room reverse seed/frontier/action closure through depth 15.,"Verifier reproduced the profile and completed-depth grading ranks (393,221,391,235); producer recorded a 3600-second guard wall during depth 16.",No evidence of saturation; partial-depth timing is not a full closure computation.,recorded_resource_wall,experiments/e97_algebra_4x4.py;tests/test_algebra_4x4.py;results/algebra_structure/char0_4x4.json;proofs/char0_4x4.md,Optimize the depth-16 closure before claiming any 4x4 saturation.
H348,2026-08-16,"[COMPUTATION] Exact C2^3 projector ranks are (8384,8192,8128,8192,8128,8192,8128,8192), and D4 times global-flip multiplicity spaces give a broad rational symmetry container of dimension 268591168.",Supplies same-basis sector data and candidate natural-module dimensions without mistaking symmetry sectors for dynamic factors.,Finite-group character traces exhaust the 65536-dimensional physical representation exactly.,Independently recompute the character-trace projector ranks and D4 multiplicities.,Clean-room verifier recomputed all sector ranks and multiplicities exactly.,This broad symmetry container cannot squeeze the modular lower bound or classify generated-algebra factors.,exact_finite_group_data,experiments/e97_algebra_4x4.py;tests/test_algebra_4x4.py;results/algebra_structure/char0_4x4.json;proofs/char0_4x4.md,Derive dynamic sector linkages; symmetry multiplicities alone are not an algebra decomposition.
H349,2026-08-16,"[UNRESOLVED] No exact-Q dimension equality, second-prime closure, dynamic commutant-centre decomposition, linked-sector squeeze, Levi type, centre, radical, or Killing rank is established for open 4x4.",Prevents a partial modular calculation or symmetry-only container from being misreported as a solved finite-layer algebra.,A valid equality claim would require saturation plus a matching same-basis rational upper container.,Complete the closure and independently verify a tight exact-Q linked-sector container.,The 3600-second run remained in depth 16; the only exact upper container is the broad 268591168-dimensional symmetry container.,Current evidence is deliberately insufficient for all listed equality and classification claims.,unresolved,results/algebra_structure/char0_4x4.json;proofs/char0_4x4.md,Complete a same-basis lower/upper squeeze before assigning a 4x4 Lie type.
H350,2026-08-16,[LEMMA] At fixed rational t the layer transfer admits a spatial-plus-spin quotient in F_p[z]/(z^2-2tz+1) with v_j(bar{s};z)=z^(j n_s)v_j(s;z^-1).,Replace the 2^25-by-grade storage wall without making an invalid same-grade spin quotient.,The final centered circle value is in the base field and CRT reconstructs b^floor(N/2)Q(a/b).,Independent 4x4x4 and odd 3x3x3 full-polynomial comparisons plus forward/reverse strip residue equality.,Standalone verifier PASS; exact proof and implementation preserve the semilinear flip identity.,No all-t or 5^3 root-count consequence follows from this fixed-t lemma.,verified,experiments/e98_lee_yang_53.py;tests/test_lee_yang_53.py;proofs/lee_yang_53.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H351,2026-08-16,[COMPUTATION] At x=2/3 the streamed quotient exactly reproduces Q(0) and Q(1/2) for the 4x4x4 cube.,Establish a clean smaller-cube regression for the new transfer.,Q(0)=-40319076205794220175421543617960442199318722643939536904540936745854; Q(1/2)=-7789132650221794414263456295247747100430473906411092662630309836953089.,Compare against rational_field_polynomial_transfer with Fraction Chebyshev evaluation.,10/12-prime CRT certificates and standalone test PASS.,This validates only the finite 4x4x4 evaluator.,verified,experiments/e98_lee_yang_53.py;tests/test_lee_yang_53.py;results/lee_yang/zeros_53.json,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H352,2026-08-16,[COMPUTATION] At x=2/3 the streamed quotient exactly reproduces Q(0) and Q(1/2) for 5x4x4 through an axis-permuted prior full polynomial.,Validate the larger rectangular state path and reflection-plus-spin bookkeeping.,Q(0)=185927737984183974446086767901155045972663846449223331664945221900263268910379755208386; Q(1/2)=-126762842231443377543258365089632596233781543365159619135870010223242755187846025646572129.,Compare exact Fraction values to frozen 4x4x5 coefficients.,13/14-prime CRT certificates; producer reports both comparisons PASS.,This is not a 5x5x5 value or a Sturm certificate.,verified,experiments/e98_lee_yang_53.py;results/lee_yang/zeros_53.json;proofs/lee_yang_53.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H353,2026-08-16,[COMPUTATION] The 5x5 D8-plus-spin fixed-Q evaluator has 2105872 orbit representatives and an explicit 986550880-byte live-layout subtotal before expression temporaries; generic degree-62 reconstruction by 63 rational evaluations has a 54209.46432779543-second linear work estimate.,Quantify whether streamed fixed evaluations remove the exact zero-count wall.,D8 spatial orbit count=4211744; fixed Q(0) needs 21 CRT primes; a j/32 interpolation grid needs at most 31 primes per value.,Exact Burnside count and measured 4x4x4 per-strip wall extrapolation.,Exact Burnside counts and measured smaller-cross-section timing give the stated resource inventory.,No 5x5x5 pass was run; estimates exclude map construction disk traffic and Sturm work.,validated_negative_resource_result,experiments/e98_lee_yang_53.py;results/lee_yang/zeros_53.json;proofs/lee_yang_53.md,Prototype exact sign/root-count certificates; fixed-value evaluations alone do not locate the first 5^3 zero.
H354,2026-08-16,[UNRESOLVED] No proved correction-amplitude bridge from 5x4x4 or 5x5x4 slabs to the isotropic 5^3 first Lee-Yang zero is available.,Determine whether a theorem can make the cube computation unnecessary.,"Existing exact slab fourth points retain admissible p=2 and p=4 models; isotropic L=2,3,4 retains monotone continuations separated by sigma difference 3/4.",A valid complex-field zero inequality under transverse layer addition or box inclusion would be decisive.,Stored slab and cube data admit both adversarial correction models; no comparison theorem was found.,No such inequality was derived; real-field monotonicity does not provide it.,unresolved,proofs/lee_yang_zeros.md;proofs/lee_yang_prg.md;proofs/lee_yang_53.md;results/lee_yang/zeros_53.json,Prove a valid complex-zero box comparison or leave the bridge unavailable.
H355,2026-08-16,"[THEOREM] The sixth direct interlayer coefficient c6,q has only vertical support profiles 6, 4+2/2+4, and 2+2+2 with placement weights 1/720, 1/24, and 1/8.",Layer independence and zero-field layer-flip symmetry remove skipped and odd-incidence profiles.,"Admissible Bell(6) partition counts are 31, 11, and 5 for the one-, two-, and three-gap forms.",Enumerate all 203 set partitions and exact block layer moments.,Complete partition algebra and profile Mobius sums are recorded in c6_closed.json.,No analytic-convergence assertion is used.,proved,experiments/e99_c6_closed.py;results/interlayer/c6_closed.json;proofs/c6_closed.md,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H356,2026-08-16,"[THEOREM] c6,q is exactly a finite 13-term anchored lattice sum of products of 2D G, connected U4, and connected W6 correlations.",This reduces the layered sixth cumulant to solved-2D correlation objects while retaining all coincidence cases through XOR masks.,The S5-collected normal form has 13 structures and SHA-256 44510d76fcea9c6cc60c5e6f9858b99de150022fe7df9162f06e033a76374eb3.,Independently expand Bell(6) block moments into G/U/W and compare canonical forms.,Producer and clean-room enumerations agree exactly; the latter also exhaustively evaluates both sides on an open 2x2 layer.,The result is coefficientwise formal and not a scalar evaluation of the infinite sums.,proved,experiments/e99_c6_closed.py;tests/test_c6_closed.py;results/interlayer/c6_closed.json;proofs/c6_closed.md,Attempt the analogous c8 correlation reduction while preserving XOR coincidence handling.
H357,2026-08-16,"[COMPUTATION] The exact c6,q prefix through v^12 is 1/45 + 4v^2/45 + 304v^4/5 + 144236v^6/45 + 4097156v^8/45 + 83024036v^10/45 + 455977232v^12/15.",An exact re-expansion checks that the correlation reduction agrees with prior finite-series data.,"The height-2, height-3, and height-4 profile rows sum coefficientwise to the displayed series.",Rebuild open-rectangle boundary-mask transfer then vertical and planar Mobius inversion through span six.,All 28 exact rectangle contributions match results/interlayer/c6_series.json through v^12.,Only the finite high-temperature prefix is certified.,verified,experiments/e99_c6_closed.py;results/interlayer/c6_closed.json;results/interlayer/c6_series.json,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H358,2026-08-16,"[COMPUTATION] The exact variable change c6,w=c6,q+(4/3)c4,q+(23/45)c2,q gives residual c6,w=2v^2+138v^4+13682v^6/3+109718v^8+2061698v^10+32654478v^12 after vertical log-cosh removal.",The wave-variable coefficient is the independently stored interlayer observable.,Every coefficient through v^12 agrees including the removed 1/6 constant in the total w-series.,Run the standalone verifier against the stored q and w arrays.,tests/test_c6_closed.py prints PASS after exact Fraction comparisons.,No claim is made beyond v^12.,verified,tests/test_c6_closed.py;results/interlayer/c6_closed.json;results/interlayer/c6_series.json,Preserve the certified scope and use the artifact as a regression or input to the next exact route.
H359,2026-08-16,[UNRESOLVED] No scalar closed evaluation of the infinite lattice sums containing connected six-point W6 has been obtained.,The 13-term theorem isolates the remaining obstacle in standard 2D correlation objects.,A genuine closed evaluation would eliminate the W6/U4 lattice sums without fitting to any 3D benchmark.,Derive or rigorously sum the required infinite 2D Pfaffian/fermionic correlation contractions.,The present exact reduction and finite series neither supply nor imply that summation.,"Critical-point values, convergence radius, and a solution of the 3D Ising model remain unresolved.",open,proofs/c6_closed.md;results/interlayer/c6_closed.json,Evaluate or bound the remaining connected six-point lattice sums; no scalar closed form is known.
H361,2026-08-16,"[CORRECTION][THEOREM] The complexified open-3x3 layer algebra is not isomorphic to any quotient of the Onsager algebra, and no generating pair in it satisfies the normalized Dolan--Grady relations.","Correct H360, whose 11 values were appended against the wrong field schema, while preserving the append-only ledger.","Each simple factor sl_d for d in {33,48,59,3,16,30} is non-sl2; Date--Roan therefore excludes a finite-dimensional Onsager quotient, and 1+8033=8034.",Run tests/test_oa_3x3.py and recheck the pinned source hashes plus factor arithmetic.,The clean-room verifier and fulltext source audit passed; results/algebra_structure/oa_3x3.json records the six-factor contradiction.,The theorem is finite-layer and characteristic-zero; it does not exclude non-Onsager or infinite-dimensional mechanisms.,confirmed,experiments/e100_oa_3x3.py;tests/test_oa_3x3.py;results/algebra_structure/oa_3x3.json;proofs/oa_3x3.md,Treat H361 as the semantically aligned replacement for H360; never delete or reinterpret H360.
H362,2026-08-16,"[THEOREM] Every compact finite-support operator on Z^3 commuting with one nondegenerate generator H_g = a sum_x X_x + b sum_<xy> Z_xZ_y (ab != 0), in the finite-commutator-derivation sense, is a scalar multiple of the identity; the simultaneous centralizer of A and B is the corollary.",Earlier no-go results were Pauli-string statements (Theorem 11) or finite-graph commutant computations (e52/e61). An all-size statement over arbitrary complex finite-support observables closes the compact conserved-charge route for every nonzero field and coupling.,"Choosing v of maximal first coordinate and w=v+e_1 forces S cap N(w)={v}; the Z_w tensor slot of the commutator equals b[Q,Z_v] exactly, and after Q = I_v (x) Q_I + Z_v (x) Q_Z the Y_v slot equals 2ia Q_Z exactly, so support peels by induction.",Run tests/test_local_commutant.py: exhaustive private-neighbour census plus exact-Q kernels of a ad_A + b ad_B on nine representative supports with full Z^3 boundary bonds.,"271,099 nonempty subsets over five boxes (821,548 maximal-site checks, 0 failures); nullity exactly 1 for all nine supports and six nonzero (a,b) pairs, two-prime agreement; sabotage control fails when boundary bonds are dropped.","Compact finite support only: extensive translation sums of local densities, quasilocal/infinite-support charges, finite-torus prod X, nonlinear transfer-operator commutants, and the degenerate a=0 or b=0 cases stay outside scope.",confirmed,experiments/e115_local_commutant.py;tests/test_local_commutant.py;results/integrability/local_commutant.json;proofs/local_commutant.md,Attempt the extensive-density analogue (sums of uniformly bounded local terms) which is the class that carries 1D integrability.
H363,2026-08-16,"[THEOREM] At tanh(K*/2)=1/3 the exact 2x3 layer transfer spectrum is not any full six-mode Gaussian subset-product multiset {a prod u_i^eps_i}, proved without eigenvalue ordering, inertia, positivity, or simplicity assumptions.","Theorem S used Sylvester inertia on the three lowest eigenvalues, so it depended on ordering and on a forced-value window. A collision-counting invariant of the whole spectrum removes both dependencies.","A Gaussian spectrum makes the C(64,2)=2016 slot pair products take at most 3^6-2^6=665 distinct values, hence deg gcd(C2,C2') >= 1351; the integer-scaled model R_int = D R with D=3^15*5^4 makes every modular gcd degree an upper bound for the characteristic-zero degree.","Run tests/test_pair_product_obstruction.py: rebuild R from raw Fractions, get power traces mod p, Newton-reconstruct the degree-2016 pair polynomial, and take its gcd with the derivative.","gcd degree 385 at p=1000003 and 2000003 for the 2x3 layer, hence at least 1631 distinct pair products > 665; the n=6 open-chain control and a synthetic six-mode Gaussian both give exactly 1351, and a four-mode synthetic gives exactly 120-65=55.","One coupling, one layer, full six-mode families only: parity-projected sector pairs, submultisets of larger Gaussians, other couplings/layers, and thermodynamic-limit statements are not decided; equality of the characteristic-zero gcd degree with 385 is not claimed.",confirmed,experiments/e107_pair_product_obstruction.py;tests/test_pair_product_obstruction.py;results/spectral/pair_product_obstruction.json;proofs/pair_product_obstruction.md,"Run the same ordering-free invariant over a rational t-interval and on the 2x4/3x3 layers, where inertia windows were expensive."
H364,2026-08-16,"[THEOREM][COMPUTATION] The sole frozen e56 high-temperature Euler-ODE survivor (order 2, degree 6, 21 columns, TRUNCATION_UNOBSERVABLE at the v^22 budget) is refuted by the first previously unobservable coefficient v^24, so no HT survivor remains in that frontier.",A truncation-unobservable kernel is not evidence of a relation; the honest test is the withheld coefficient it was structurally unable to see. Exact v^24/v^26/v^28 became available in wave 10.,"Rebuilding the training matrix from v^0..v^22 gives rank 20 and a one-dimensional kernel equal to the frozen vector; its residual at v^24 is 499752451221372610239349461368647432702945848808/11 != 0, and the 29-equation system has full column rank 21.",Run tests/test_series_frontier3.py: rebuild the kernel from raw coefficients and evaluate the withheld orders without importing producer conclusions.,Odd orders vanish by parity; v^26 and v^28 residuals 500071378398815869213964078020051854907899278078520/143 and 22667554452529238570074088272879080635241164323868544/143 confirm; eight frozen e43 strict refutations and one NO_RELATION control replay exactly.,"Finite-prefix, finite-ansatz statement about one frozen row: it does not prove non-D-finiteness or non-differential-algebraicity, and no survival discovery was attempted.",confirmed,experiments/e113_series_frontier3.py;tests/test_series_frontier3.py;results/series/frontier3.json;proofs/series_frontier3.md,"Extend the predeclared exact grid to (r+1)(d+1)+2 <= 29 using v^24..v^28 as strict holdouts, never as training data."
H365,2026-08-16,"[THEOREM] a_35 >= 76401062626946721319 by exact inclusion-exclusion of the height-slab family H, the defect family L, and the globally coordinate-monotone family C, giving mu^36 <= 2941294455272074779839351 and K_c >= 0.2122120589214465859334619330429416874541.","Wave 10 used H alone. L and C are large explicit families whose pairwise intersections are exactly computable, so their union strictly improves the first-backtrack chained bound at n=36.",H cap L is empty because every H-walk has height exactly 7 after 11 steps while an L-walk has 11-2d with d <= 1; |C cap L| = 3^35 + 4*34*2^33 = 50032713330104219; |C cap H| = 157640944278888 by an exact orthant Moebius sum of height DPs.,"Run tests/test_saw_union.py: independent iterative enumeration, closed-form C count, per-pattern C cap H count, mini-slab cross-checks, and directed 150-dps endpoint rounding.","|B|=729000, |T|=142016661, |H|=75473476338501000000, |L|=644233352324156721, |C|=333543290395947705; union 76401062626946721319 exceeds the wave-10 base, and the new floor exceeds the wave-10 floor 0.2122120570061123902353626109344172245745.",The union is a finite a_35 certificate; only the first-backtrack inequality and Fekete step are all-size. The ratio route mu^2 <= c_32/c_30 still needs a_29 >= 270569905525454674592 against L_29 = 741377533262625.,confirmed,experiments/e116_saw_union.py;tests/test_saw_union.py;results/bounds/saw_union.json;proofs/saw_union.md,Add further exactly-countable disjoint families (bridge/one-defect coordinate classes) or push the same union to n larger than 36 when an audited c_n becomes available.
