# Append-only ledger: preserve existing rows; corrections and later evidence belong in new rows.
id,date,hypothesis,mathematical_motivation,exact_predictions,cheapest_decisive_test,evidence_for,evidence_against,status,artifact_paths,next_action
H073,2026-08-12,The full characteristic-zero Levi quotient has type C7+C3+C3+A8+A5,The modular sector images could overlap and therefore could not previously be summed,Five exact sector projections should have individual dimensions 105 21 21 80 35 and joint rank 262,Compute every image and the joint projection rank over Q,The individual dimensions sum to 262 and the exact joint rank is 262,None for the finite 2x3 layer,confirmed,experiments/e45_char0_levi.py;proofs/char0_structure.md;results/algebra_structure/char0_levi.json,Do not extrapolate this splitting to wider layers
H074,2026-08-12,The earlier modular sp6 and gl6 witnesses lift to characteristic-zero factors,The finite-field images might have been bad-characteristic artifacts or repeated nonfaithful views,There are two independent C3 ideals and the gl6 image is A5 plus the common centre,Compute exact invariant forms derived image dimensions and cross-sector joint ranks,Two C3 images have determinant-16 alternating forms and dimension 21; the six-space derived image is sl6 of dimension 35 with the one-dimensional central radical,Repeated sectors do not create extra Levi factors,confirmed,proofs/char0_structure.md;results/algebra_structure/char0_levi.json,Interpret future modular quotient images only after an exact linkage computation
H130,2026-08-13,"[LEMMA] The fourth direct-coupling cumulant of the full infinite layer stack is the same-gap two-layer cumulant plus a nonzero adjacent-gap three-layer cumulant","At fourth order the layer-gap support can span two adjacent gaps even though the second-order coefficient uses only one gap","c4_q=(1/24) sum kappa_same+(1/4) sum kappa_adjacent with kappa_same=M4^2-Gij^2Gkl^2-Gik^2Gjl^2-Gil^2Gjk^2 and kappa_adjacent=GijGklM4-Gij^2Gkl^2","Enumerate all zero-mean fourth-cumulant pair partitions and all nonwrapping layer-gap multiplicity patterns","The symbolic partition check passes and the height-three FLM component equals the adjacent-gap formula coefficientwise through v^12","None within the finite combinatorial identity",confirmed,"experiments/e51_interlayer_c4.py;notes/interlayer_c4.md;results/interlayer/c4_series.json;tests/test_interlayer_c4.py","Retain the adjacent-gap term in every future c6 or higher stack derivation"
H131,2026-08-13,"[COMPUTATION] The full-stack residual fourth interlayer coefficient in w=tanh(K_z) has an exact high-temperature prefix through v^12","Linked-cluster subtraction makes each fixed v order a finite exact sum of 2D edge-boundary polynomials","c4_w_res=2v^2+63v^4+1050v^6+14223v^8+163950v^10+1700893v^12+O(v^14)","Compute exact 2D four-spin and two-spin moment sums with Fraction arithmetic and rectangular finite-lattice inversion","All displayed coefficients are produced exactly by the cumulant route and stored order by order","The computation is finite-prefix only and supplies no all-orders formula",confirmed,"experiments/e51_interlayer_c4.py;notes/interlayer_c4.md;results/interlayer/c4_series.json","Attempt v^14 only with a memory-bounded parity transfer or derive an analytic multipoint summation"
H132,2026-08-13,"[COMPUTATION] Independent cumulant and anisotropic slab routes give the same c4 prefix through v^12","The two routes organize the calculation differently: 2D moment ratios versus direct P(v,w) logarithms on one- two- and three-layer slabs","Every exact Fraction coefficient of c2 and c4 agrees through v^12 and same-gap and adjacent-gap components agree separately","Compare the two arrays before writing the artifact and fail on any disagreement","Exact agreement holds through all 13 stored v degrees; adding one span unit also leaves both routes unchanged through v^8","Both routes share the proved finite-lattice span bound though the standalone spin-DOS test independently checks through v^6",confirmed,"experiments/e51_interlayer_c4.py;results/interlayer/c4_series.json;tests/test_interlayer_c4.py","Keep the spin-DOS lower-order test as a regression gate"
H133,2026-08-13,"[COMPUTATION] An LxLx2 slab by itself reproduces the full three-dimensional fourth interlayer coefficient","A two-layer example might appear sufficient because it already reproduces the full-stack c2 coefficient after per-interface normalization","The height-three spanning finite-lattice weight vanishes through v^12","Separate the anisotropic finite-lattice weights by exact vertical extent","The bilayer correctly gives c4_w_bilayer_res=-5v^4-76v^6-657v^8-4356v^10-20607v^12","The height-three contribution is 2v^2+68v^4+1126v^6+14880v^8+168306v^10+1721500v^12 and is required for the full stack",falsified,"experiments/e51_interlayer_c4.py;notes/interlayer_c4.md;results/interlayer/c4_series.json","Use at least three layers or vertical finite-lattice inversion for every full-stack check at order four and above"
H134,2026-08-13,"[COMPUTATION] The exact c4 engine reproduces the known c2 coefficient 778 at v^8 and extends c2 while retaining c3=0","The shared boundary-parity enumeration provides an internal lower-order control and odd interlayer columns must vanish by layer spin parity","c2_total=1/2+2v^2+18v^4+118v^6+778v^8+4978v^10+31398v^12 and every c3 coefficient is zero","Extract w^1 w^2 and w^3 columns from every required anisotropic slab and compare c2 with the independent cumulant sum","The two exact c2 arrays agree through v^12 and every enumerated w^1 and w^3 column is identically zero","No claim is made about convergence outside the finite high-temperature prefix",confirmed,"experiments/e51_interlayer_c4.py;results/interlayer/c4_series.json;tests/test_interlayer_c4.py","Use the reproduced c2 prefix as a mandatory control for later interlayer coefficients"
H145,2026-08-13,The exact HT v^22 prefix has a low-budget second-order differential-algebraic relation,A relation involving F-second is the next nonlinear structure class beyond the wave-6 first-order frontier,An observable kernel survives every known derivative-safe coefficient in a tested total-degree or jet-bidegree space,Sweep both complete second-order grids with U+2 exact training equations and all later equations held out,None,All seven HT rows are excluded: six exact full-rank training minors and one prefix kernel refuted first at withheld order v^12,falsified,experiments/e56_series_frontier2.py;results/series/frontier2.json;notes/series_frontier2.md;tests/test_series_frontier2.py,Extend the exact HT series before enlarging the second-order parameter budget
H146,2026-08-13,The exact LT x^32 prefix has an observable low-budget second-order differential-algebraic relation,The longer LT prefix permits second-order jet spaces with as many as 28 coefficients,An observable full-system kernel survives one of the complete supported total-degree or jet-bidegree grids,Sweep every second-order grid row satisfying U+2<=31 and classify every kernel,None,All twelve LT rows are excluded: eight exact full-rank training minors and four prefix kernels refuted by withheld coefficients,falsified,experiments/e56_series_frontier2.py;results/series/frontier2.json;notes/series_frontier2.md,Revisit only after new LT coefficients make larger second-order spaces observable
H147,2026-08-13,A homogeneous polynomial-coefficient linear ODE of order at most two explains either full HT v^22 or LT x^32 prefix,Earlier D-finite scans stopped at a smaller reduced-series budget and did not exhaust the present original-variable data,An observable exact ODE kernel survives all known coefficients at the maximal true-budget degree,Sweep every order r<=2 and degree d with (r+1)(d+1)+2<=N using strict holdouts,None,Every kernel is either exactly holdout-refuted or certified truncation-unobservable by parity support; no observable ODE survivor remains,falsified,experiments/e56_series_frontier2.py;results/series/frontier2.json;notes/series_frontier2.md;tests/test_series_frontier2.py,Do not promote this finite frontier to non-D-finiteness
H148,2026-08-13,A low-dependent-degree Mahler-type relation couples F(t^2) and F(t) for either exact prefix,Functional self-similarity is exotic but cheap to test with exact coefficient matrices,An observable kernel survives for dependent total degree at most two and an allowed polynomial t-degree,Sweep every low-degree Mahler budget with U+2 training equations and strict holdouts,None,Eight HT and six LT spaces have full-rank prefix minors; ten candidates are holdout-refuted and the sole remaining LT kernel is truncation-unobservable,falsified,experiments/e56_series_frontier2.py;results/series/frontier2.json;notes/series_frontier2.md,Test higher dependent degree only when more exact coefficients are available
H149,2026-08-13,Top-budget exact kernels in the extended series frontiers indicate genuine finite-prefix structure,Sparse parity support can create rank deficiency even when every individual monomial column is nonzero,A surviving kernel has a first unfixed supported order within the available coefficient range,Partition columns by certified support congruence class and compare exact component rank with the first unavailable supported order,None,All ten full-system kernels are exactly truncation-unobservable; component ranks account for the whole kernel and each first unfixed supported order lies beyond the prefix,falsified,experiments/e56_series_frontier2.py;results/series/frontier2.json;tests/test_series_frontier2.py,Retain support-aware observability checks in future series searches
H155,2026-08-13,"[EXTERNAL] Kesten's 1963 theorem or Madras--Slade states c_(n+2)>=mu^2 c_n for every finite n on Z^d","Such a one-sided theorem would turn the last exact SAW ratio directly into a rigorous connective-constant upper bound","The cited source contains the finite sign with hypotheses covering nearest-neighbour SAWs on Z^3","Audit the primary abstract, the exact Madras--Slade theorem number, and freely available modern statements","The proposed statement is a plausible strengthening of the well-known parity-two ratio limit","Kesten's abstract, Madras--Slade Theorem 7.3.4(a), Clay notes equation (1.17), and Grimmett Theorem 5.1(a) give only a limit or a two-sided error estimate; no finite sign was obtained",falsified,"proofs/kesten_bound.md;results/bounds/kesten_bound.json;sources/manifest.yaml","Require a page-level finite one-sided theorem or a complete independent proof before using any finite ratio"
H156,2026-08-13,"[COMPUTATION] Conditional on mu^2<=c_36/c_34, the exact counts give K_c>0.2158152282695194762796979344535594144773","The Ising SAW domination gives v_c>=1/mu, so a certified ratio upper bound on mu transfers monotonically through atanh","atanh(sqrt(c_34/c_36)) lies in the stored 90-dps directed interval and exceeds the incumbent","Bracket both square roots by adjacent rationals with denominator 10^90 and evaluate atanh by directed interval arithmetic","Exact integer inequalities and independent math.isqrt reconstruction give the interval [0.2158152282695194762796979344535594144773,0.2158152282695194762796979344535594144774] outward at 40 places","The finite ratio premise is unaudited, so this verified arithmetic is not a certified Ising endpoint",confirmed,"experiments/e55_kesten_bound.py;results/bounds/kesten_bound.json;proofs/kesten_bound.md;tests/test_kesten_bound.py","Keep this value explicitly conditional unless the missing theorem is supplied"
H157,2026-08-13,"[COMPUTATION] The last exact same-parity simple-cubic SAW ratios decrease on both parities","This is a useful finite-data sanity check for the conditional ratio calculation without assuming an all-n trend","c_36/c_34<c_34/c_32 and c_35/c_33<c_33/c_31 by exact cross multiplication","Evaluate both cleared-integer inequalities and independently rank c_n/c_(n+2) for n=31 through 34","Both strict integer inequalities pass and n=34 is the strongest of the four conditional candidates","Four finite comparisons neither prove ratio monotonicity nor determine the side of the limiting mu^2",confirmed,"experiments/e55_kesten_bound.py;results/bounds/kesten_bound.json;tests/test_kesten_bound.py","Use only as a sanity observation, never as the missing one-sided theorem"
H158,2026-08-13,"[LEMMA] Kesten's ratio limit alone licenses mu^2<=c_(n+2)/c_n at a selected finite n","A convergent finite ratio close to its limit might be mistaken for a rigorous one-sided estimator","The implication follows without any sign or monotonicity hypothesis","Check the logic against an arbitrary convergent sequence and against Grimmett's absolute-error statement","None","Convergence permits approach from either side, and abs(c_(n+2)/c_n-mu^2)<=A n^(-1/3) has neither a sign nor a usable numerical A",falsified,"proofs/kesten_bound.md;results/bounds/kesten_bound.json;sources/fulltext/grimmett2020_kesten_work.pdf","Do not infer a finite upper bound on mu from the ratio limit"
H159,2026-08-13,"[UNRESOLVED] A freely auditable post-2011 exact simple-cubic SAW count beyond c_36 exists and can strengthen the certified lower bound","A longer exact count would improve the submultiplicative route if its root is smaller and could sharpen any future valid ratio route","A full source supplies an exact integer c_n with n>36 and reproducible enumeration provenance","Search later exact-enumeration literature and distinguish exact simple-cubic coefficients from BCC/FCC data and extrapolated terms","The 2017 BCC/FCC paper explicitly calls N_max=36 the record simple-cubic series as of that date","No freely auditable later exact simple-cubic c_n was located; absence from this search is not proof of nonexistence",unresolved,"proofs/kesten_bound.md;results/bounds/kesten_bound.json;sources/fulltext/schram_barkema_bisseling_clisby2017_bcc_fcc.pdf","Revisit only when a specific later exact simple-cubic source is identified"
H135,2026-08-13,"[CONJECTURE] The full 2x3 joint matrix commutant is span{I global-X}","A two-dimensional full commutant would strengthen the Pauli-string centraliser theorem to a basis-independent conserved-charge no-go","The exact 8192x4096 commutator map has nullity two","Row-reduce the ordered-Pauli integer map over Q and verify a complete exact kernel basis","Identity and global spin flip are exact commuting operators","Row and column reflections already span an eight-dimensional group algebra; exact-Q elimination gives nullity 12",falsified,"experiments/e52_full_commutant.py;results/integrability/full_commutant.json;proofs/full_commutant.md;tests/test_full_commutant.py","Use the classified twelve-dimensional commutant rather than the false parity-only no-go"
H136,2026-08-13,"[THEOREM] The full 2x3 commutant algebra is M2(C) direct-sum C^8","The symmetry-sector Hom table distinguishes geometric symmetries from repeated or reducible generator modules","The exact Hom matrix has diagonal 1 2 1 1 1 2 1 1 with only the cross-pair 100<->110 nonzero","Solve every rational intertwiner block and exhibit the two common eigenlines and the rank-six cross intertwiner","Twelve exact independent Pauli vectors commute term by term; the Hom table has the predicted entries and centre dimension nine","None for the specified finite open layer",confirmed,"experiments/e52_full_commutant.py;results/integrability/full_commutant.json;proofs/full_commutant.md;tests/test_full_commutant.py","Use the exact algebra type when classifying alternative parity involutions"
H137,2026-08-13,"[THEOREM] The full open-chain commutant dimensions at n=4 5 6 are 5 6 7","The Jordan--Wigner complex structure supplies n+1 number sectors and is a control that must look larger than parity alone","Exact Pauli kernels have dimension n+1 for each tested chain","Directly eliminate each sparse rational commutator map and independently rebuild it in B-diagonal matrix units","Exact-Q dimensions are 5 6 7; every stored basis vector commutes exactly and two primes reproduce each nullity","This is finite-size evidence only and does not prove the equality for every chain length",confirmed,"experiments/e52_full_commutant.py;results/integrability/full_commutant.json;proofs/full_commutant.md;tests/test_full_commutant.py","Retain these cases as free-fermion regression controls"
H138,2026-08-13,"[THEOREM] The full 2x4 open-layer joint commutant has complex dimension 41","The 65536-variable problem tests whether the 2x3 excess disappears or grows on the next ladder width","Exact symmetry-block kernels sum to 41 and every lifted element commutes with both generators","Decompose by C2^3 characters restrict exactly to equal B energies and row-reduce every A-intertwiner block over Q","Forty-one exact rational block vectors are independent and verified element by element; both primes give the same rigorous nullity upper bound","No all-length 2xL formula is inferred from one additional size",confirmed,"experiments/e52_full_commutant.py;results/integrability/full_commutant.json;proofs/full_commutant.md","Seek an all-L representation-theoretic decomposition before extrapolating"
H139,2026-08-13,"[THEOREM] The full 3x3 open-layer joint commutant has complex dimension 98","The 262144-variable square is a stringent test of the exact symmetry-block method beyond ladders","Exact rational block nullities sum to 98 with a complete verified basis","Use row reflection column reflection and parity sectors then solve all 64 exact intertwiner systems","Ninety-eight exact rational vectors pass every block equation; exact-Q rank is 45486 after the B restriction and both primes give nullity 98","The result is for the single finite 3x3 open square and says nothing about thermodynamic integrability",confirmed,"experiments/e52_full_commutant.py;results/integrability/full_commutant.json;proofs/full_commutant.md","Compare future larger squares only through similarly certified block kernels"
H125,2026-08-13,"[COMPUTATION] The selected five-edge gauge tree has exactly 32 binary branches and the wave-4 decomposition is reproducible","A complete per-branch ledger requires systematic enumeration rather than extrapolation from branch 00000","Labels 00000 through 11111 reproduce every stored zero set nonzero set active-variable count and globally-linear count","Substitute every binary assignment into the fresh ungauged six-equation system and compare all metadata","All 32 records agree exactly with the predecessor artifact","[UNRESOLVED] The selected tree strata are not every support graph among all 30 weights",confirmed,"experiments/e50_kw_branches.py;results/kac_ward/branches.json;notes/kw_branches.md;tests/test_kw_branches.py","Retain the explicit 32-row ledger when adding any new constraint family"
H126,2026-08-13,"[THEOREM] Seventeen gauge-tree branches are empty over Q by primitive integer constant identities","Necessary lattice identities can contradict a branch before nonlinear elimination","Twelve branches satisfy 2*F_(3x3x2,4)-3*F_(2x2x3,4)=56 and five satisfy F_(3x3x2,4)-2*F_(3x2x2,4)=-16","Compute the exact Q-nullspace of all nonconstant monomial coefficients across 30 oriented-box constraints and expand each stored combination independently","Fresh exact expansion verifies a nonzero constant separately on all 17 named branches","[UNRESOLVED] The same constant-coefficient search finds no certificate on the other 15 branches",confirmed,"experiments/e50_kw_branches.py;results/kac_ward/branches.json;notes/kw_branches.md;tests/test_kw_branches.py","Search polynomial-multiplier certificates only on the 15 surviving branches"
H127,2026-08-13,"[UNRESOLVED] The remaining fifteen branch-specialised six-equation ideals can be decided by the present exact SymPy Groebner route","After constant elimination an exact Q basis could still certify [1] or expose a tractable proper ideal","Every surviving branch returns a recorded exact Q basis within the hard bound","Run exact row reduction and ProductOrder lex/grevlex F5B independently with a 60-second cap per branch","Every branch received a separate characteristic-zero attempt","All 15 workers reached the hard timeout and a timeout decides neither emptiness nor rational nonemptiness",unresolved,"experiments/e50_kw_branches.py;results/kac_ward/branches.json;notes/kw_branches.md","Use a stronger exact elimination engine or a proved low-degree Nullstellensatz ansatz"
H128,2026-08-13,"[COMPUTATION] Stored finite-field points on branch 11111 yield no reconstructed rational realization on the selected p-adic sections","High p-adic precision gives certified coordinate height exclusions and enables exact holdout evaluation without promoting finite-field points to Q","Lift every liftable witness through at least p^60 reconstruct all 25 coordinates and require exact construction plus two holdouts before any rational-point claim","Use full-row-rank Newton lifting for p=5 and 11 singular exact lookahead for p=3 and continued-fraction reconstruction with 2H^2<M","The selected lifts reach 3^126 5^86 and 11^60; only 8 23 and 23 coordinates reconstruct and every selected lift has a nonzero exact 3x3x3 residual","[UNRESOLVED] These bounds and falsifications concern selected local sections rather than all points on branch 11111",unresolved,"experiments/e50_kw_branches.py;results/kac_ward/branches.json;notes/kw_branches.md;tests/test_kw_branches.py","Search genuinely distinct finite-field residue classes only with an exact branch-aware solver"
H129,2026-08-13,"[THEOREM] The stored F3 point has no simultaneous lift modulo 9 after adjoining the 3x3x3 identities","The F3 witness was the only stored point passing the 3x3x3 holdout modulo its base prime and therefore needed a genuine lift test","A left-kernel vector annihilates the nine-equation Jacobian mod 3 but pairs nontrivially with -F(x)/3","Recompute the nine residuals and all 225 Jacobian entries exactly modulo 3","lambda=(0,0,0,0,0,0,0,1,0) has lambda*J=0 and pairing 2 mod 3; independently the stored F7 construction point has the prior pairing-5 obstruction mod 49","[UNRESOLVED] Both certificates exclude one stored residue point only and no global no-go follows while 15 branches remain",confirmed,"experiments/e50_kw_branches.py;results/kac_ward/branches.json;notes/kw_branches.md;tests/test_kw_branches.py","Do not infer branch emptiness from a nonlift certificate for one finite-field point"
H150,2026-08-13,"[THEOREM] The exact open 3x3 layer transfer operator at t=1/3 is not a positive-spectrum nine-mode Gaussian subset-product operator","This is the first tested layer containing a degree-four vertex and extends the finite Theorem S obstruction beyond 2xN ladders","The three lowest eigenvalues have disjoint exact rational enclosures and the forced window lambda1*lambda2/lambda0 has equal exact inertia counts at both ends","Build the rational operator split it with exact D4 x spin-flip projectors and sum fraction-free sector inertias at every endpoint","The exact outward-window counts are 8 and 8 with identical per-sector count vectors","[UNRESOLVED] This named rational coupling does not imply an interval or an all-size theorem",confirmed,"experiments/e54_spectral_3x3.py;results/spectral/spectral_3x3.json;notes/spectral_3x3.md;tests/test_spectral_3x3.py","Seek a parametric interval certificate only if exact root-separation data make it rigorous"
H151,2026-08-13,"[THEOREM] The exact open 3x3 layer transfer operator at t=1/2 is not a positive-spectrum nine-mode Gaussian subset-product operator","A second independent rational point tests that the degree-four-layer obstruction is not isolated to t=1/3","The three lowest eigenvalues have disjoint exact rational enclosures and the Gaussian-forced window is empty in every symmetry sector","Repeat the full exact D4 x spin-flip projector and inertia certificate at t=1/2","The exact outward-window counts are 11 and 11 and the standalone test independently re-derives them","[UNRESOLVED] Two finite coupling points do not prove coupling-uniform non-Gaussianity",confirmed,"experiments/e54_spectral_3x3.py;results/spectral/spectral_3x3.json;notes/spectral_3x3.md;tests/test_spectral_3x3.py","Retain t=1/2 as the standalone regression certificate"
H152,2026-08-13,"[THEOREM] The 512-dimensional 3x3 basis splits exactly into twelve refined D4 x spin-flip projector ranges of dimensions 51 51 19 19 33 33 33 33 60 60 60 60","Full square symmetry should make otherwise prohibitive exact inertia calculations independently auditable","Common-denominator projector numerators satisfy M^2=32M pairwise zero products completeness and exact commutation with the transfer matrix","Check every identity on all 512 columns all 66 projector pairs and all sixteen group actions then build exact integer bases of every range","All projector identities pass exactly and the dimensions sum to 512; the E isotypic rows give four 60-dimensional pencils","[UNRESOLVED] This finite representation decomposition is not an all-layer multiplicity formula",confirmed,"experiments/e54_spectral_3x3.py;results/spectral/spectral_3x3.json;notes/spectral_3x3.md;tests/test_spectral_3x3.py","Reuse the refined E-row split for future square-layer inertia certificates"
H153,2026-08-13,"[COMPUTATION] The open n=9 chain control has an occupied Gaussian-forced window at both t=1/3 and t=1/2","The exactly solvable one-dimensional control must not exhibit the layer's forced-value absence","Exact inertia counts at the outward forced-window ends differ at both couplings","Construct the same rational transfer operator and certify all full-dense counts with exact dyadic residual inequalities","The exact count pairs are 10 to 11 at t=1/3 and 10 to 11 at t=1/2","[UNRESOLVED] Window occupancy proves some eigenvalue is present but not exact algebraic equality to lambda1*lambda2/lambda0",confirmed,"experiments/e54_spectral_3x3.py;results/spectral/spectral_3x3.json;notes/spectral_3x3.md;tests/test_spectral_3x3.py","Use the controls as consistency checks rather than proofs of Gaussianity"
H154,2026-08-13,"[COMPUTATION] An exact full-dense dyadic residual witness reproduces both 3x3 sector inertia sums at t=1/2","Independent dense bookkeeping guards against a missing sector or an incorrect generalized Gram pencil","At integer A-shifts 3000000000 and 3100000000 exact residual norm inequalities certify full counts 11 and 11","Round a proposed eigenbasis to dyadic rationals then verify Gram invertibility residual bounds and strict spectral margins entirely over integers","Both strict safety margins are positive and the dense counts equal the twelve-sector sums","[UNRESOLVED] Direct 512x512 fraction-free Bareiss at the first shift timed out after at least 1200 seconds and was not claimed complete",confirmed,"experiments/e54_spectral_3x3.py;results/spectral/spectral_3x3.json;notes/spectral_3x3.md;tests/test_spectral_3x3.py","Prefer the proved residual witness for dense cross-checks while retaining Bareiss inside symmetry sectors"
H160,2026-08-13,"[THEOREM] Every connected proper support of size at most seven on the open 2x4 and 3x4 layers has only scalar joint commutants of A=sum X and B=sum ZZ","A conventional integrable hierarchy should expose bounded-support conserved operators; solving the full commutant is infeasible on 3x4","For every connected support orbit through size seven the exact rational kernel dimension is one","Enumerate supports modulo full-graph automorphisms and rank each 4^|S|-column integer commutator map over an odd prime with the identity as a rational lower-bound witness","All 30 support orbits on 2x4 and all 182 on 3x4 have prime nullity one at both listed primes; rank_Fp<=rank_Q plus I proves exact scalar kernels over Q","The theorem is finite and excludes neither disconnected nor size-eight supports",confirmed,"experiments/e57_flux_support.py;results/integrability/flux_support.json;notes/flux_support.md;tests/test_flux_support.py","Seek a symmetry-block or structural argument before attempting the 66 size-eight 3x4 orbits"
H161,2026-08-13,"[THEOREM] Every connected support of size at most six on the open 3x3 layer has only scalar joint commutants of A and B","This removes the predecessor's individual-Pauli restriction for arbitrary operators at bounded support","Every one of the 31 support orbits through size six has exact rational kernel span{I}","Build the boundary-aware ordered-Pauli map and obtain modular nullity one on every orbit","Both primes give nullity one on every orbit; the explicit rational identity and rank_Fp<=rank_Q prove rational equality","At size seven four support orbits have exact non-scalar kernels",confirmed,"experiments/e57_flux_support.py;results/integrability/flux_support.json;notes/flux_support.md;tests/test_flux_support.py","Use six—not seven—as the certified 3x3 scalar-vacuum cutoff"
H162,2026-08-13,"[COMPUTATION] Four seven-site supports of the open 3x3 layer carry exact non-scalar local conserved operators","The requested scalar-vacuum extension could fail through cancellation among many Pauli monomials even though no individual local Pauli flux exists","Masks 239 and 254 have kernel dimension four; masks 367 and 381 have dimension two","Rebuild each exceptional kernel by sparse Fraction elimination store every Pauli coefficient and substitute every vector into both integer commutator maps","Complete bases with support sizes [1 28 35 64] [1 28 35 64] [1 63] [1 63] have coefficients +/-1 zero exact residuals exact full rank and matching prime nullities","Whether these finite-layer charges extend to larger layers is unresolved; every seven-site support on 3x4 is scalar",confirmed,"experiments/e57_flux_support.py;results/integrability/flux_support.json;notes/flux_support.md;tests/test_flux_support.py","Parent review the explicit charges and test embedding or translation sums on wider layers"
H163,2026-08-13,"[COMPUTATION] The support-resolved map detects known one-dimensional and C4 conserved structures","Positive controls are required to show that boundary equations or rank code do not force scalar answers mechanically","The full open P4 kernel has dimension five; a three-site C4 support has dimension three and full C4 has dimension 27","Run exact Fraction elimination and two-prime ranks with complete exact kernel substitution","All three dimensions match; every stored basis vector commutes exactly and the standalone test independently rebuilds P4","A proper interval of a longer open chain is boundary-pinned and is not the extensive free-fermion density ansatz",confirmed,"experiments/e57_flux_support.py;results/integrability/flux_support.json;notes/flux_support.md;tests/test_flux_support.py","Retain full-chain and C4 cases as regression controls"
H164,2026-08-13,"[UNRESOLVED] The scalar-vacuum theorem extends to connected supports of size eight on 3x4","The next support budget would strengthen the local-charge obstruction and test whether the 3x3 seven-site exceptions recur","All 66 symmetry-inequivalent connected size-eight supports have rational kernel dimension one or every excess has a verified exact basis","Measure one 65536-unknown modular map before committing to the complete two-prime scan","No size-eight row was promoted; a full 2x4 trial took about 156 seconds because sparse elimination filled in","The measured wall and 66-orbit workload leave size eight undecided",unresolved,"experiments/e57_flux_support.py;results/integrability/flux_support.json;notes/flux_support.md","Develop boundary-constraint decomposition or symmetry-block elimination rather than brute-force repetition"
